TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
ท่าฉลอม,เมืองสมุทรสาคร,สมุทรสาคร,13.538,100.269
ในเมือง,เมืองชัยนาท,ชัยนาท,15.181,100.127
ศรีพนมมาศ,ลับแล,อุตรดิตถ์,17.652,100.039
บาราโหม,เมืองปัตตานี,ปัตตานี,6.873,101.317
สวนจิตรลดา,ดุสิต,กรุงเทพมหานคร,13.767,100.520
เกาะสาหร่าย,เมืองสตูล,สตูล,6.662,99.849
คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,13.725,100.508
บางทราย,เมืองชลบุรี,ชลบุรี,13.393,100.996
ปากคลอง,ปะทิว,ชุมพร,10.856,99.487
คลองตัน,คลองเตย,กรุงเทพมหานคร,13.723,100.571
เกาะหมาก,เกาะกูด,ตราด,11.842,102.526
เกาะสาหร่าย,เมืองสตูล,สตูล,6.491,99.304
ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,13.710,100.532
ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,13.740,100.535
บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,13.696,100.494
ในเมือง,บ้านไผ่,ขอนแก่น,16.035,102.723
คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,13.743,100.560
ป่าคลอก,ถลาง,ภูเก็ต,8.055,98.464
คลัง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.434,99.966
บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร,13.752,100.477
คลองสระบัว,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.371,100.563
ยานนาวา,สาทร,กรุงเทพมหานคร,13.714,100.514
ชุมแสง,ชุมแสง,นครสวรรค์,15.896,100.315
ดุสิต,ดุสิต,กรุงเทพมหานคร,13.772,100.513
บางบำหรุ,บางพลัด,กรุงเทพมหานคร,13.781,100.482
คลองเกลือ,ปากเกร็ด,นนทบุรี,13.902,100.550
บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,13.715,100.501
ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร,13.752,100.559
เวียงคอย,เมืองเพชรบุรี,เพชรบุรี,13.121,99.900
ป่าตัน,เมืองเชียงใหม่,เชียงใหม่,18.811,98.999
บางพุทรา,เมืองสิงห์บุรี,สิงห์บุรี,14.890,100.404
ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร,13.763,100.530
หัวรอ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.368,100.578
เกาะลันตาใหญ่,เกาะลันตา,กระบี่,7.207,99.061
ยายแพง,บางคนที,สมุทรสงคราม,13.487,99.958
บ้านโป่ง,บ้านโป่ง,ราชบุรี,13.816,99.873
บางหัวเสือ,พระประแดง,สมุทรปราการ,13.625,100.549
บางปลาสร้อย,เมืองชลบุรี,ชลบุรี,13.364,100.987
นครนายก,เมืองนครนายก,นครนายก,14.204,101.219
บางนกแขวก,บางคนที,สมุทรสงคราม,13.504,99.923
แหลมสัก,อ่าวลึก,กระบี่,8.262,98.630
คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร,13.738,100.423
เกาะลันตาใหญ่,เกาะลันตา,กระบี่,7.224,99.080
เกาะหมาก,เกาะกูด,ตราด,11.804,102.383
บ้านใหญ่,ผักไห่,พระนครศรีอยุธยา,14.435,100.384
เกาะศรีบอยา,เหนือคลอง,กระบี่,7.829,98.988
แก่งคอย,แก่งคอย,สระบุรี,14.586,101.002
บางค้อ,จอมทอง,กรุงเทพมหานคร,13.702,100.476
อ่างทอง,เกาะสมุย,สุราษฎร์ธานี,9.393,99.669
บางกุ้ง,บางคนที,สมุทรสงคราม,13.459,99.931
นครชัยศรี,นครชัยศรี,นครปฐม,13.787,100.192
บางขนุน,บางกรวย,นนทบุรี,13.811,100.453
ท่าตะเภา,เมืองชุมพร,ชุมพร,10.498,99.179
บางกอบัว,พระประแดง,สมุทรปราการ,13.693,100.577
คลองตะเคียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.331,100.554
บางกระสอบ,พระประแดง,สมุทรปราการ,13.666,100.566
สะบารัง,เมืองปัตตานี,ปัตตานี,6.876,101.251
ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,18.796,98.985
บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,13.774,100.492
อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร,13.772,100.477
อัมพวา,อัมพวา,สมุทรสงคราม,13.427,99.954
ปากน้ำ,เมืองระนอง,ระนอง,9.905,98.479
พนัสนิคม,พนัสนิคม,ชลบุรี,13.450,101.180
ท่าเรือ (เทศบาลเมืองพระแท่น),ท่ามะกา,กาญจนบุรี,13.954,99.752
ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,13.718,100.541
ตลาด,พระประแดง,สมุทรปราการ,13.671,100.520
บ้านกระแชง,เมืองปทุมธานี,ปทุมธานี,14.031,100.552
บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,13.736,100.445
บางยอ,พระประแดง,สมุทรปราการ,13.679,100.558
ลุมพลี,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.376,100.548
ตันหยงลุโละ,เมืองปัตตานี,ปัตตานี,6.877,101.305
บางอ้อ,บางพลัด,กรุงเทพมหานคร,13.802,100.512
ขลุง,ขลุง,จันทบุรี,12.452,102.218
นาโฉง,เมืองสระบุรี,สระบุรี,14.529,100.886
สำโรง,พระประแดง,สมุทรปราการ,13.659,100.584
วัดจันทร์,เมืองพิษณุโลก,พิษณุโลก,16.789,100.250
หน้าไม้,บางไทร,พระนครศรีอยุธยา,14.315,100.462
ไผ่ลิง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.356,100.589
คลองกระแซง,เมืองเพชรบุรี,เพชรบุรี,13.112,99.943
บางกระเบา,นครชัยศรี,นครปฐม,13.793,100.183
บ้านใหม่,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,13.707,101.100
บางพลัด,บางพลัด,กรุงเทพมหานคร,13.791,100.487
แควอ้อม,อัมพวา,สมุทรสงคราม,13.436,99.937
ชะไว,ไชโย,อ่างทอง,14.687,100.494
บางกระบือ,บางคนที,สมุทรสงคราม,13.463,99.968
ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,13.736,100.546
สำโรงกลาง,พระประแดง,สมุทรปราการ,13.653,100.564
สำเภาล่ม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.340,100.570
ศรีราชา,ศรีราชา,ชลบุรี,13.162,100.923
เกาะลันตาใหญ่,เกาะลันตา,กระบี่,7.417,99.204
เวียง,เมืองเชียงราย,เชียงราย,19.907,99.832
บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,13.723,100.437
พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,13.719,100.596
โพธาราม,โพธาราม,ราชบุรี,13.695,99.853
ทรงคนอง,พระประแดง,สมุทรปราการ,13.665,100.545
บางสีทอง,บางกรวย,นนทบุรี,13.818,100.479
เชิงแส,กระแสสินธุ์,สงขลา,7.561,100.356
